user_age_group,user_id,attempt_date,gender,smt_rank,smt_avg_spd,smt_finish_seconds,smt_name,user_weight_category,act_title,act_avg_spd,act_max_spd,act_total_km,act_moving_seconds,act_total_seconds,has_hr_data
25 to 34,186,2017-04-10,male,41,33.9,415,Starbucks to Majid,54 kg and under,Night Ride,33.5,50.4,43.81,4714,4714,1
25 to 34,187,2016-11-12,male,42,33.7,418,Starbucks to Majid,85 to 95 kg,Morning Ride,35.0,43.6,93.91,9653,9653,1
25 to 34,91,2020-01-17,male,43,33.6,419,Starbucks to Majid,75 to 84 kg,Mixed ride,26.5,45.0,104.14,14164,14164,1
25 to 34,188,2015-03-21,male,44,33.4,421,Starbucks to Majid,65 to 74 kg,Morning Ride,31.2,43.9,77.74,8981,8981,0
25 to 34,189,2016-11-12,male,44,33.4,421,Starbucks to Majid,85 to 95 kg,Morning Ride,34.1,43.2,100.04,10550,10550,0
25 to 34,190,2017-12-01,male,44,33.4,421,Starbucks to Majid,55 to 64 kg,Morning Ride,30.2,46.4,60.01,7159,7159,1
25 to 34,191,2014-05-07,male,47,33.1,425,Starbucks to Majid,95 kg to 104 kg,Night Ride,24.9,42.5,36.79,5312,5312,0
25 to 34,192,2019-01-06,male,47,33.1,425,Starbucks to Majid,55 to 64 kg,Morning Ride,33.6,45.0,40.01,4292,4292,1
25 to 34,193,2019-04-27,male,47,33.1,425,Starbucks to Majid,75 to 84 kg,Jelly jeddah race 2019,32.0,48.6,42.62,4795,4795,0
25 to 34,194,2016-10-12,male,50,32.8,429,Starbucks to Majid,85 to 95 kg,Evening Ride,31.0,50.0,32.04,3716,3716,0
25 to 34,195,2018-10-10,male,51,32.7,430,Starbucks to Majid,55 to 64 kg,Evening Ride,23.0,38.5,51.67,8081,8081,1
25 to 34,196,2018-12-04,male,52,32.7,431,Starbucks to Majid,65 to 74 kg,Afternoon Ride,0.4,47.2,36.66,320206,320206,0
25 to 34,197,2017-12-04,male,53,32.6,432,Starbucks to Majid,85 to 95 kg,Evening Ride,29.9,58.3,50.08,6021,6021,0
25 to 34,198,2018-06-30,male,53,32.6,432,Starbucks to Majid,65 to 74 kg,Morning Ride,28.3,48.2,50.0,6369,6369,0
25 to 34,199,2018-12-01,male,55,32.5,433,Starbucks to Majid,55 to 64 kg,Morning Ride,30.0,44.6,50.05,5996,5996,0
25 to 34,200,2017-04-10,male,56,32.3,436,Starbucks to Majid,85 to 95 kg,Mezo,31.6,49.7,42.08,4801,4801,0
25 to 34,201,2016-01-22,male,57,32.0,440,Starbucks to Majid,85 to 95 kg,Karga sa tago :D huhuhu ,26.4,61.6,132.23,18000,18000,0
25 to 34,202,2017-05-03,male,58,31.8,443,Starbucks to Majid,75 to 84 kg,Cycling madness solo on roads in Saudi Arabia ,33.6,50.0,39.39,4225,4225,1
25 to 34,203,2018-05-02,male,59,31.6,445,Starbucks to Majid,55 to 64 kg,Night Ride,23.8,36.7,27.78,4207,4207,0
25 to 34,204,2019-10-21,male,60,31.6,446,Starbucks to Majid,54 kg and under,Morning Ride,33.4,40.7,42.63,4600,4600,1
25 to 34,205,2016-10-26,male,61,31.4,448,Starbucks to Majid,115 kg and over,Evening Ride,24.0,44.6,16.97,2543,2543,0
25 to 34,206,2016-11-14,male,61,31.4,448,Starbucks to Majid,65 to 74 kg,Evening Ride,25.5,49.7,29.81,4214,4214,0
25 to 34,207,2019-04-26,male,63,31.4,449,Starbucks to Majid,65 to 74 kg,Morning ride man biking ,25.8,40.3,51.31,7168,7168,0
25 to 34,208,2020-03-09,male,63,31.4,449,Starbucks to Majid,54 kg and under,Afternoon Ride,27.3,41.0,50.86,6719,6719,0
25 to 34,209,2019-04-26,male,65,31.1,452,Starbucks to Majid,65 to 74 kg,Morning Ride,26.4,37.4,33.47,4568,4568,0
25 to 34,210,2017-12-24,male,66,31.0,454,Starbucks to Majid,75 to 84 kg,Evening Run,18.7,56.2,27.67,5336,5336,0
25 to 34,211,2014-07-25,male,67,30.9,456,Starbucks to Majid,95 kg to 104 kg,Afternoon Ride,22.6,46.4,13.41,2137,2137,0
25 to 34,212,2016-12-05,male,67,30.9,456,Starbucks to Majid,55 to 64 kg,Evening Ride,26.1,49.3,40.06,5525,5525,0
25 to 34,213,2020-03-16,male,67,30.9,456,Starbucks to Majid,54 kg and under,Night Ride,32.1,50.0,45.57,5113,5113,1
25 to 34,214,2015-03-07,male,70,30.8,457,Starbucks to Majid,75 to 84 kg,3:30 con Patrice por Obhur con 3x12'R3 W/10'R1-2,31.0,48.2,110.1,12776,12776,0
25 to 34,215,2015-04-22,male,71,30.7,458,Starbucks to Majid,65 to 74 kg,Night Ride,26.7,48.2,29.29,3950,3950,0
25 to 34,216,2016-03-11,male,72,30.7,459,Starbucks to Majid,75 to 84 kg,Need for Speed,27.1,46.4,50.74,6746,6746,0
25 to 34,217,2018-11-13,male,72,30.7,459,Starbucks to Majid,54 kg and under,Evening Ride,30.1,56.9,27.62,3305,3305,1
25 to 34,218,2019-03-10,male,72,30.7,459,Starbucks to Majid,55 to 64 kg,Jeedah 2,29.4,55.1,50.65,6202,6202,0
25 to 34,219,2017-01-04,male,75,30.6,460,Starbucks to Majid,95 kg to 104 kg,Evening Ride,30.2,49.7,37.13,4426,4426,0
25 to 34,220,2019-03-13,male,75,30.6,460,Starbucks to Majid,65 to 74 kg,Evening Ride,26.5,41.0,51.22,6962,6962,1
25 to 34,221,2019-04-05,male,77,30.5,461,Starbucks to Majid,75 to 84 kg,Afternoon Ride,30.3,51.5,26.55,3156,3156,1
25 to 34,222,2019-10-23,male,77,30.5,461,Starbucks to Majid,,Evening Ride,27.6,45.7,40.23,5253,5253,0
25 to 34,223,2015-03-16,male,79,30.4,463,Starbucks to Majid,55 to 64 kg,التمرين السريع Jeddah Cyclist,26.1,47.2,36.76,5067,5067,0
25 to 34,224,2018-08-27,male,79,30.4,463,Starbucks to Majid,75 to 84 kg,Evening Activity,32.2,47.9,53.47,5984,5984,1
25 to 34,225,2017-03-08,male,81,30.2,466,Starbucks to Majid,75 to 84 kg,Evening Ride,28.0,50.4,84.1,10797,10797,1
25 to 34,226,2019-03-02,male,82,30.1,467,Starbucks to Majid,65 to 74 kg,Morning Ride,28.9,54.0,110.67,13790,13790,0
25 to 34,227,2019-03-02,male,83,30.1,468,Starbucks to Majid,75 to 84 kg,Morning Ride,27.3,57.2,122.08,16079,16079,0
25 to 34,228,2019-03-02,male,84,30.0,469,Starbucks to Majid,75 to 84 kg,With Jeddah Speeder,28.1,48.6,120.18,15376,15376,1
25 to 34,229,2019-03-30,male,84,30.0,469,Starbucks to Majid,65 to 74 kg,Morning Ride,29.6,39.2,49.25,5992,5992,1
25 to 34,230,2015-05-04,male,86,30.0,470,Starbucks to Majid,65 to 74 kg,Night Ride,29.3,37.4,26.81,3300,3300,0
25 to 34,231,2017-01-26,male,86,30.0,470,Starbucks to Majid,65 to 74 kg,تمسيكة كورنيش جدة,20.7,46.8,98.51,17110,17110,0
25 to 34,232,2019-03-02,male,88,29.9,471,Starbucks to Majid,75 to 84 kg,احلا تمرين مع احلا شباب,29.3,48.6,121.14,14898,14898,1
25 to 34,233,2019-04-15,male,89,29.8,472,Starbucks to Majid,54 kg and under,Evening Ride,25.6,49.7,52.51,7384,7384,0
25 to 34,234,2018-10-10,male,90,29.8,473,Starbucks to Majid,65 to 74 kg,Evening Ride,27.2,42.5,45.92,6077,6077,0
25 to 34,235,2019-07-15,male,90,29.8,473,Starbucks to Majid,54 kg and under,Evening Ride,26.0,49.3,48.64,6740,6740,0
25 to 34,236,2015-02-09,male,92,29.7,474,Starbucks to Majid,54 kg and under,Evening Ride,24.4,78.8,31.56,4661,4661,0
25 to 34,237,2015-02-09,male,92,29.7,474,Starbucks to Majid,95 kg to 104 kg,"Half launcher, half speeder day.. First time speeder team woo-hoo! ",24.2,36.0,27.3,4056,4056,0
25 to 34,238,2015-02-09,male,92,29.7,474,Starbucks to Majid,65 to 74 kg,Mazin azzahrani ,23.3,40.3,27.33,4218,4218,0
25 to 34,239,2015-02-09,male,92,29.7,474,Starbucks to Majid,105 kg to 114 kg,Evening Ride,18.4,44.3,48.62,9514,9514,0
25 to 34,240,2015-02-09,male,96,29.6,475,Starbucks to Majid,105 kg to 114 kg,Evening Ride,23.9,38.9,24.73,3728,3728,0
25 to 34,241,2015-05-27,male,97,29.6,476,Starbucks to Majid,75 to 84 kg,Night Ride,23.6,38.9,23.29,3550,3550,0
25 to 34,242,2019-02-26,male,97,29.6,476,Starbucks to Majid,105 kg to 114 kg,Night Ride,26.6,38.9,33.31,4509,4509,0
25 to 34,243,2018-09-23,male,99,29.5,477,Starbucks to Majid,55 to 64 kg, flag: Saudi Arabia Happy National Day red heart ,16.8,44.6,47.4,10168,10168,0
25 to 34,244,2016-11-16,male,100,29.5,478,Starbucks to Majid,105 kg to 114 kg,Evening Ride,24.7,37.4,20.34,2960,2960,0
25 to 34,245,2017-02-08,male,100,29.5,478,Starbucks to Majid,75 to 84 kg,Evening Ride,20.8,38.2,27.0,4667,4667,1
25 to 34,246,2013-12-04,male,102,29.4,479,Starbucks to Majid,115 kg and over,Evening Ride,29.0,38.9,24.58,3047,3047,0
25 to 34,247,2017-01-25,male,103,29.3,480,Starbucks to Majid,65 to 74 kg,Night Ride,34.3,47.9,42.23,4434,4434,1
25 to 34,248,2016-11-09,male,104,29.2,482,Starbucks to Majid,85 to 95 kg,Evening Ride,21.2,49.0,81.29,13816,13816,0
25 to 34,249,2018-10-03,male,104,29.2,482,Starbucks to Majid,54 kg and under,Evening Ride,22.1,64.8,67.54,11012,11012,0
25 to 34,250,2015-03-07,male,106,29.1,483,Starbucks to Majid,105 kg to 114 kg,Night Ride ماشاء الله تمرين جداً رووعة وجدة كذا إتي وبحرر ,24.8,45.4,101.26,14693,14693,0
25 to 34,251,2017-02-08,male,106,29.1,483,Starbucks to Majid,115 kg and over,Evening Ride,20.9,64.4,26.25,4513,4513,0
25 to 34,252,2017-02-08,male,108,29.1,484,Starbucks to Majid,75 to 84 kg,Evening Ride,21.9,34.2,23.61,3875,3875,0
25 to 34,253,2017-02-08,male,108,29.1,484,Starbucks to Majid,54 kg and under,تمرين معا قروب جده سايكلست,20.3,41.8,27.48,4873,4873,0
25 to 34,254,2014-05-03,male,110,29.0,485,Starbucks to Majid,75 to 84 kg,Morning Ride with | Jeddah cyclists | 3 May,24.6,51.5,54.15,7920,7920,0
25 to 34,255,2019-05-22,male,111,29.0,486,Starbucks to Majid,54 kg and under,Night Ride,23.5,38.5,35.08,5375,5375,0
25 to 34,256,2016-04-25,male,112,28.9,487,Starbucks to Majid,54 kg and under,Evening Ride,23.4,48.2,27.17,4183,4183,0
25 to 34,257,2018-05-07,male,112,28.9,487,Starbucks to Majid,85 to 95 kg,Evening Ride,21.6,39.6,48.02,8003,8003,0
25 to 34,258,2018-03-12,male,112,28.9,487,Starbucks to Majid,75 to 84 kg,Mittagsradfahrt,25.5,45.7,50.39,7128,7128,0
25 to 34,259,2019-04-08,male,112,28.9,487,Starbucks to Majid,95 kg to 104 kg,Evening Ride,28.2,46.4,43.15,5502,5502,0
25 to 34,260,2018-05-07,male,116,28.9,488,Starbucks to Majid,54 kg and under,Evening Ride,21.4,38.5,47.68,8035,8035,0
25 to 34,261,2014-02-28,male,117,28.8,489,Starbucks to Majid,85 to 95 kg,جدة جدة سايكلست تمرين صباحي الى أبحر,26.2,44.6,61.38,8445,8445,0
25 to 34,262,2019-02-06,male,118,28.7,490,Starbucks to Majid,54 kg and under,Evening Ride,27.0,42.1,50.09,6671,6671,0
25 to 34,263,2019-04-10,male,119,28.7,491,Starbucks to Majid,65 to 74 kg,Evening Ride,28.1,50.4,49.04,6288,6288,0
25 to 34,264,2019-09-09,male,120,28.6,492,Starbucks to Majid,85 to 95 kg,Night Ride,27.6,46.1,40.26,5247,5247,0
25 to 34,265,2015-03-27,male,121,28.6,493,Starbucks to Majid,105 kg to 114 kg,Morning Ride,23.5,81.7,38.51,5901,5901,0
25 to 34,266,2019-05-22,male,121,28.6,493,Starbucks to Majid,75 to 84 kg,Night Ride,26.4,42.5,51.24,6988,6988,0
25 to 34,78,2016-08-10,male,123,28.4,495,Starbucks to Majid,75 to 84 kg,Evening Ride,21.2,50.4,62.65,10645,10645,0
25 to 34,267,2018-04-04,male,123,28.4,495,Starbucks to Majid,65 to 74 kg,Evening Ride,29.0,55.8,54.01,6716,6716,0
25 to 34,268,2018-04-04,male,123,28.4,495,Starbucks to Majid,65 to 74 kg,Evening Ride,28.9,46.4,50.27,6269,6269,0
25 to 34,269,2016-02-17,male,126,28.4,496,Starbucks to Majid,95 kg to 104 kg,Evening Ride,18.5,49.3,36.25,7049,7049,0
25 to 34,270,2018-02-17,male,126,28.4,496,Starbucks to Majid,85 to 95 kg,Morning Ride,28.8,41.0,49.6,6197,6197,0
25 to 34,271,2014-11-15,male,128,28.3,497,Starbucks to Majid,75 to 84 kg,ما شاء الله تمرين السبت,22.2,86.4,59.23,9622,9622,0
25 to 34,272,2016-11-04,male,128,28.3,497,Starbucks to Majid,55 to 64 kg,Morning Ride,25.3,49.0,56.5,8035,8035,0
25 to 34,273,2019-05-31,male,130,28.3,498,Starbucks to Majid,85 to 95 kg,Afternoon Ride,13.6,35.3,15.44,4097,4097,0
25 to 34,274,2019-11-27,male,131,28.2,499,Starbucks to Majid,54 kg and under,Evening Ride,27.5,39.2,42.3,5543,5543,0
25 to 34,275,2014-08-25,male,132,28.2,500,Starbucks to Majid,115 kg and over,Night Ride,24.0,45.7,25.3,3789,3789,0
25 to 34,276,2019-11-27,male,132,28.2,500,Starbucks to Majid,65 to 74 kg,تمرين ٣٠ مع صمدو والظاهري ,25.9,41.0,38.35,5336,5336,0
25 to 34,277,2019-08-01,male,134,28.0,502,Starbucks to Majid,65 to 74 kg,Morning 50,28.6,49.7,52.15,6557,6557,1
25 to 34,278,2016-11-30,male,135,27.9,505,Starbucks to Majid,85 to 95 kg,Evening Ride,23.1,50.0,22.44,3496,3496,0
25 to 34,279,2015-03-11,male,136,27.8,506,Starbucks to Majid,75 to 84 kg,Night Ride,19.3,38.2,23.29,4341,4341,0
25 to 34,280,2015-03-11,male,137,27.8,507,Starbucks to Majid,85 to 95 kg,Evening Ride,22.9,42.5,27.38,4307,4307,0
25 to 34,281,2016-12-19,male,137,27.8,507,Starbucks to Majid,75 to 84 kg,Jeddah cyclists,27.0,54.0,28.38,3792,3792,0
25 to 34,282,2018-07-07,male,139,27.7,508,Starbucks to Majid,75 to 84 kg,Evening Ride,31.5,51.1,35.04,4006,4006,0
25 to 34,283,2015-05-25,male,140,27.7,509,Starbucks to Majid,85 to 95 kg,Night Ride,25.4,38.9,46.5,6591,6591,0
25 to 34,284,2018-12-03,male,141,27.6,510,Starbucks to Majid,54 kg and under,Evening Ride,20.0,43.9,76.51,13747,13747,0
25 to 34,285,2018-06-22,male,142,27.4,513,Starbucks to Majid,95 kg to 104 kg,Evening Ride,24.8,96.1,68.56,9935,9935,0
25 to 34,286,2018-11-28,male,142,27.4,513,Starbucks to Majid,54 kg and under,Evening Ride,26.2,44.6,49.59,6807,6807,0
25 to 34,287,2018-08-12,male,144,27.3,515,Starbucks to Majid,65 to 74 kg,Evening Ride,26.3,52.6,52.91,7237,7237,0
25 to 34,288,2019-03-01,male,144,27.3,515,Starbucks to Majid,54 kg and under,Morning Ride,24.2,39.2,51.76,7709,7709,0
25 to 34,289,2015-04-22,male,146,27.3,516,Starbucks to Majid,85 to 95 kg,2015/4/22,23.3,41.0,24.8,3840,3840,0
25 to 34,290,2016-06-13,male,146,27.3,516,Starbucks to Majid,54 kg and under,Night Ride,22.2,48.2,22.99,3730,3730,0
25 to 34,291,2018-11-28,male,146,27.3,516,Starbucks to Majid,95 kg to 104 kg,Evening Ride,25.2,41.4,50.9,7272,7272,0
25 to 34,292,2017-02-27,male,149,27.2,518,Starbucks to Majid,115 kg and over,Evening Ride,18.2,31.3,18.56,3678,3678,0
25 to 34,293,2019-11-25,male,150,27.1,519,Starbucks to Majid,,Evening Ride,25.1,72.7,51.98,7455,7455,0
25 to 34,294,2015-05-04,male,151,27.1,520,Starbucks to Majid,105 kg to 114 kg,Night Ride,23.6,43.9,27.2,4144,4144,0
25 to 34,71,2018-09-19,male,151,27.1,520,Starbucks to Majid,75 to 84 kg,تمرين لطيف two hearts man biking: light skin tone up arrow ,28.1,37.1,20.04,2570,2570,0
25 to 34,295,2016-01-06,male,153,27.0,521,Starbucks to Majid,75 to 84 kg,Evening Ride,24.9,79.6,35.39,5126,5126,0
25 to 34,296,2016-01-06,male,153,27.0,521,Starbucks to Majid,75 to 84 kg,Evening Ride,20.3,37.1,21.79,3859,3859,0
25 to 34,297,2014-12-19,male,155,27.0,522,Starbucks to Majid,54 kg and under,Morning Ride,23.7,36.0,51.2,7791,7791,0
25 to 34,298,2016-02-20,male,155,27.0,522,Starbucks to Majid,65 to 74 kg,3rd Rid'16,23.1,47.9,33.22,5176,5176,0
25 to 34,299,2016-11-07,male,155,27.0,522,Starbucks to Majid,55 to 64 kg,Evening Ride,24.9,42.8,20.45,2952,2952,0
25 to 34,300,2018-05-11,male,158,26.9,523,Starbucks to Majid,54 kg and under,Afternoon Ride,21.6,43.6,53.44,8910,8910,0
25 to 34,301,2015-05-10,male,159,26.9,524,Starbucks to Majid,95 kg to 104 kg,Morning Ride,25.0,40.3,25.02,3599,3599,0
25 to 34,302,2016-04-27,male,160,26.8,525,Starbucks to Majid,85 to 95 kg,Night Ride,20.9,40.0,24.17,4165,4165,0
25 to 34,303,2019-02-04,male,161,26.8,526,Starbucks to Majid,54 kg and under,Evening Ride,26.3,46.1,49.9,6844,6844,0
25 to 34,304,2017-02-22,male,162,26.7,527,Starbucks to Majid,,Evening Ride,27.6,58.7,14.12,1843,1843,0
25 to 34,305,2017-12-27,male,162,26.7,527,Starbucks to Majid,55 to 64 kg,Evening Ride,24.4,42.8,56.92,8404,8404,0
25 to 34,306,2019-05-08,male,162,26.7,527,Starbucks to Majid,75 to 84 kg,Night Ride ,27.6,47.9,53.51,6990,6990,1
25 to 34,307,2016-08-12,male,165,26.7,528,Starbucks to Majid,75 to 84 kg,Morning Ride,24.8,36.7,45.3,6576,6576,1
25 to 34,308,2018-08-11,male,165,26.7,528,Starbucks to Majid,85 to 95 kg,Morning Ride,27.1,38.9,66.06,8773,8773,0
25 to 34,309,2014-11-19,male,167,26.6,529,Starbucks to Majid,75 to 84 kg,Evening Ride,20.9,44.3,26.17,4501,4501,0
25 to 34,310,2018-11-14,male,167,26.6,529,Starbucks to Majid,65 to 74 kg,Evening Ride,22.3,46.1,52.63,8491,8491,1
25 to 34,311,2019-10-23,male,167,26.6,529,Starbucks to Majid,75 to 84 kg,Evening Ride,25.4,40.7,52.53,7440,7440,1
25 to 34,312,2019-10-09,male,170,26.5,531,Starbucks to Majid,54 kg and under,Evening Ride,24.8,44.6,22.67,3296,3296,0
25 to 34,313,2020-03-09,male,170,26.5,531,Starbucks to Majid,54 kg and under,Evening Ride,26.4,39.2,50.77,6925,6925,0
25 to 34,314,2018-03-06,male,172,26.5,532,Starbucks to Majid,54 kg and under,Evening Ride,29.2,56.9,25.68,3163,3163,0
25 to 34,315,2019-06-16,male,172,26.5,532,Starbucks to Majid,54 kg and under,Afternoon Ride,21.6,70.9,29.16,4858,4858,0
25 to 34,316,2019-05-02,male,174,26.4,533,Starbucks to Majid,75 to 84 kg,Hot day,25.3,45.4,31.01,4414,4414,0
25 to 34,317,2018-02-23,male,175,26.4,534,Starbucks to Majid,65 to 74 kg,Morning Ride,26.8,42.8,57.35,7715,7715,0
25 to 34,318,2019-05-22,male,175,26.4,534,Starbucks to Majid,75 to 84 kg,Night Ride,29.2,49.0,44.5,5487,5487,1
25 to 34,319,2017-06-12,male,177,26.3,535,Starbucks to Majid,55 to 64 kg,Night Ride,24.2,37.1,27.28,4055,4055,0
25 to 34,320,2018-01-13,male,177,26.3,535,Starbucks to Majid,,Evening Ride,20.7,34.6,14.11,2451,2451,0
25 to 34,321,2018-02-23,male,177,26.3,535,Starbucks to Majid,54 kg and under,Morning Ride,23.7,38.9,59.42,9042,9042,0
25 to 34,322,2019-03-13,male,177,26.3,535,Starbucks to Majid,,مع الكوتش فيصل,20.9,38.5,60.08,10326,10326,0
25 to 34,323,2018-01-03,male,181,26.2,537,Starbucks to Majid,75 to 84 kg,احلى تمرين مع دراج جدة two hearts person biking: light skin tone ,25.4,40.3,45.37,6427,6427,0
25 to 34,324,2018-08-23,male,181,26.2,537,Starbucks to Majid,115 kg and over,Morning Ride,26.9,49.7,42.46,5692,5692,0
25 to 34,325,2019-03-18,male,181,26.2,537,Starbucks to Majid,65 to 74 kg,تمرين 45 كيلو,25.7,38.2,46.51,6521,6521,0
25 to 34,326,2015-06-08,male,184,26.2,538,Starbucks to Majid,85 to 95 kg,Night Ride,23.4,32.4,23.57,3625,3625,0
25 to 34,327,2020-02-21,male,185,26.1,539,Starbucks to Majid,54 kg and under,Morning Ride,27.8,50.8,47.14,6105,6105,0
25 to 34,328,2013-12-29,male,186,26.0,541,Starbucks to Majid,85 to 95 kg,Evening Ride rain,19.0,40.7,98.06,18566,18566,0
25 to 34,329,2013-12-29,male,186,26.0,541,Starbucks to Majid,105 kg to 114 kg,ختامها مطر,20.5,43.2,108.69,19079,19079,0
25 to 34,330,2017-09-19,male,186,26.0,541,Starbucks to Majid,54 kg and under,Evening Ride,22.5,74.2,54.39,8701,8701,0
25 to 34,331,2014-12-05,male,189,25.9,543,Starbucks to Majid,55 to 64 kg,Night Ride,24.2,79.2,54.25,8055,8055,0
25 to 34,332,2014-09-10,male,189,25.9,543,Starbucks to Majid,85 to 95 kg,تمرين اليوم في جده,20.0,34.6,21.59,3877,3877,0
25 to 34,333,2016-08-10,male,189,25.9,543,Starbucks to Majid,95 kg to 104 kg,Night Ride,18.5,41.0,22.49,4381,4381,0
25 to 34,334,2016-06-10,male,192,25.9,544,Starbucks to Majid,54 kg and under,Morning Ride,24.3,43.9,40.61,6028,6028,0
25 to 34,335,2017-01-13,male,192,25.9,544,Starbucks to Majid,95 kg to 104 kg,الجمعة الصباح اول تمرين للجوهره,24.3,37.1,53.51,7915,7915,0
25 to 34,336,2019-09-14,male,192,25.9,544,Starbucks to Majid,85 to 95 kg,Morning Ride,24.3,36.0,35.94,5327,5327,1
25 to 34,337,2019-05-15,male,195,25.8,545,Starbucks to Majid,65 to 74 kg,Night Ride,26.9,44.3,46.84,6258,6258,0
25 to 34,338,2018-05-11,male,196,25.8,546,Starbucks to Majid,54 kg and under,Afternoon Ride,24.1,37.1,77.27,11521,11521,0
25 to 34,339,2019-02-08,male,197,25.7,547,Starbucks to Majid,54 kg and under, flexed biceps: light skin tone 8FEB,22.7,43.2,51.24,8130,8130,0
25 to 34,340,2014-08-23,male,198,25.7,548,Starbucks to Majid,65 to 74 kg,أول تمرين مع جده سايكلست,24.2,40.7,27.07,4033,4033,0
25 to 34,341,2019-04-24,male,198,25.7,548,Starbucks to Majid,54 kg and under,Morning Ride,26.1,42.8,20.94,2886,2886,1
25 to 34,342,2017-12-27,male,200,25.6,549,Starbucks to Majid,54 kg and under,تمرين بالدم،، person biking: light skin tone smiling face with heart-eyes fire ,21.0,37.1,44.45,7627,7627,0
25 to 34,343,2015-05-18,male,201,25.6,550,Starbucks to Majid,54 kg and under,Night Ride,20.9,37.4,29.95,5155,5155,0
25 to 34,344,2017-03-06,male,201,25.6,550,Starbucks to Majid,54 kg and under, red heart mosque ,22.0,43.6,27.13,4435,4435,0
25 to 34,345,2018-03-05,male,201,25.6,550,Starbucks to Majid,75 to 84 kg,Evening Ride,25.2,37.8,51.65,7365,7365,0
25 to 34,346,2018-04-18,male,201,25.6,550,Starbucks to Majid,105 kg to 114 kg,Evening Ride تمرين فخم أول 50 كيلو flexed biceps: light skin tone ,23.6,37.1,51.67,7889,7889,0
25 to 34,347,2017-12-27,male,205,25.6,551,Starbucks to Majid,75 to 84 kg,Evening Ride,20.8,40.3,41.44,7175,7175,0
25 to 34,348,2018-03-26,male,206,25.5,552,Starbucks to Majid,105 kg to 114 kg,Evening Ride,25.5,56.5,52.29,7389,7389,0
25 to 34,349,2015-09-07,male,207,25.5,553,Starbucks to Majid,105 kg to 114 kg,Night Ride,21.6,45.0,19.01,3166,3166,0
25 to 34,350,2018-05-17,male,207,25.5,553,Starbucks to Majid,54 kg and under,Morning Ride,22.1,48.6,50.06,8151,8151,0
25 to 34,351,2019-11-18,male,207,25.5,553,Starbucks to Majid,65 to 74 kg,Evening Ride,24.6,43.6,51.98,7606,7606,0
25 to 34,352,2015-02-23,male,210,25.4,554,Starbucks to Majid,65 to 74 kg,تمرين جدة سايكليست ,23.0,63.4,29.76,4666,4666,0
25 to 34,353,2016-04-16,male,211,25.4,555,Starbucks to Majid,85 to 95 kg,Morning Ride,24.4,42.8,74.61,10989,10989,0
25 to 34,354,2016-07-29,male,211,25.4,555,Starbucks to Majid,75 to 84 kg,Morning Ride,19.9,37.4,24.67,4470,4470,0
25 to 34,355,2013-11-25,male,213,25.3,556,Starbucks to Majid,85 to 95 kg,تمرين رائع رائع رائع مع دراجتي جدة,20.8,48.2,36.05,6252,6252,0
25 to 34,356,2015-08-05,male,213,25.3,556,Starbucks to Majid,75 to 84 kg,تمرين الأربعاء مع دراج جدة Exercise Wednesdayjeddah cyclist ,19.3,43.6,40.38,7516,7516,0
25 to 34,357,2019-01-26,male,213,25.3,556,Starbucks to Majid,55 to 64 kg,Along JED Corniche beach with umbrella ,26.9,49.7,100.45,13432,13432,1
25 to 34,358,2018-06-10,male,216,25.2,558,Starbucks to Majid,75 to 84 kg,تمرين الساحل الغربي - جدة عروس البحر الأحمر,27.4,58.0,51.25,6725,6725,1
